school,municipality,lon,lat,unique_id
Georges P Vanier Catholic School,Chatham-Kent,-82.1686699,42.388963,Georges P Vanier Catholic SchoolChatham-Kent
Central Manitoulin Public School,Central Manitoulin,-82.1671549,45.729719,Central Manitoulin Public SchoolCentral Manitoulin
Queen Elizabeth II P Public School,Petrolia,-82.1530992,42.8850309,Queen Elizabeth II P Public SchoolPetrolia
St Philip Catholic School,Petrolia,-82.1509644,42.8803286,St Philip Catholic SchoolPetrolia
Lambton Central Collegiate and Vocational Institute,Petrolia,-82.150127,42.878351,Lambton Central Collegiate and Vocational InstitutePetrolia
École Hillcrest Public School,Petrolia,-82.136037,42.878776,École Hillcrest Public SchoolPetrolia
Lambton Central Centennial School,Enniskillen,-82.125811,42.8590583,Lambton Central Centennial SchoolEnniskillen
Dawn-Euphemia School,Dawn-Euphemia,-82.1234947,42.7105404,Dawn-Euphemia SchoolDawn-Euphemia
Plympton-Wyoming Public School,Plympton-Wyoming,-82.123163,42.9504172,Plympton-Wyoming Public SchoolPlympton-Wyoming
Holy Rosary Catholic School,Plympton-Wyoming,-82.1198039,42.9548321,Holy Rosary Catholic SchoolPlympton-Wyoming
Aberarder Central School,Plympton-Wyoming,-82.0962009,43.0538504,Aberarder Central SchoolPlympton-Wyoming
North Lambton Secondary School,Lambton Shores,-82.0023922,43.0935907,North Lambton Secondary SchoolLambton Shores
St John Fisher Catholic School,Lambton Shores,-82.0007982,43.1016507,St John Fisher Catholic SchoolLambton Shores
Kinnwood Central Public School,Lambton Shores,-81.99665,43.091832,Kinnwood Central Public SchoolLambton Shores
St. Anne Catholic Elementary School,Chatham-Kent,-81.9948776,42.3276222,St. Anne Catholic Elementary SchoolChatham-Kent
St Anne Catholic School,Chatham-Kent,-81.9948776,42.3276222,St Anne Catholic SchoolChatham-Kent
Harwich-Raleigh Public School,Chatham-Kent,-81.988471,42.333017,Harwich-Raleigh Public SchoolChatham-Kent
St Peter Canisius Catholic School,Warwick,-81.882996,42.9525936,St Peter Canisius Catholic SchoolWarwick
Bosanquet Central Public School,Lambton Shores,-81.881039,43.156637,Bosanquet Central Public SchoolLambton Shores
East Lambton Elementary School,Warwick,-81.8755933,42.9514949,East Lambton Elementary SchoolWarwick
Zone Township Central School,Chatham-Kent,-81.8743591,42.6342315,Zone Township Central SchoolChatham-Kent
Brooke Central School,Brooke-Alvinston,-81.872263,42.842995,Brooke Central SchoolBrooke-Alvinston
École élémentaire catholique La Renaissance,Espanola,-81.773941,46.2588081,École élémentaire catholique La RenaissanceEspanola
Sacred Heart Catholic School,Espanola,-81.7683435,46.2623977,Sacred Heart Catholic SchoolEspanola
Grand Bend Public School,Lambton Shores,-81.7549216,43.3101982,Grand Bend Public SchoolLambton Shores
Mosa Central Public School,Southwest Middlesex,-81.7490809,42.7129687,Mosa Central Public SchoolSouthwest Middlesex
Glencoe District High School,Southwest Middlesex,-81.7134547,42.7416701,Glencoe District High SchoolSouthwest Middlesex
Goderich District Collegiate Institute,Goderich,-81.7114892,43.7339719,Goderich District Collegiate InstituteGoderich
St Marys Separate School,Goderich,-81.7076157,43.7331677,St Marys Separate SchoolGoderich
Ekcoe Central School,Southwest Middlesex,-81.6998586,42.7412757,Ekcoe Central SchoolSouthwest Middlesex
Parkhill-West Williams School,North Middlesex,-81.687622,43.1572937,Parkhill-West Williams SchoolNorth Middlesex
North Middlesex District High School,North Middlesex,-81.6855625,43.153832,North Middlesex District High SchoolNorth Middlesex
Elgin Market Public School,Kincardine,-81.6435429,44.164841,Elgin Market Public SchoolKincardine
Kincardine District Senior School,Kincardine,-81.6279526,44.1768463,Kincardine District Senior SchoolKincardine
Kincardine District Secondary School,Kincardine,-81.6279526,44.1768463,Kincardine District Secondary SchoolKincardine
North Meadows Elementary School,Strathroy-Caradoc,-81.6246939,42.9738878,North Meadows Elementary SchoolStrathroy-Caradoc
Our Lady Immaculate School,Strathroy-Caradoc,-81.6203765,42.9597663,Our Lady Immaculate SchoolStrathroy-Caradoc
Mary Wright Public School,Strathroy-Caradoc,-81.6157847,42.9437533,Mary Wright Public SchoolStrathroy-Caradoc
Strathroy District Collegiate Institute,Strathroy-Caradoc,-81.6073397,42.9814114,Strathroy District Collegiate InstituteStrathroy-Caradoc
West Elgin Secondary School,West Elgin,-81.598599,42.598233,West Elgin Secondary SchoolWest Elgin
Ripley-Huron Community - Junior Campus School,Huron-Kinloss,-81.5838012,44.0728492,Ripley-Huron Community - Junior Campus SchoolHuron-Kinloss
Caradoc North School,Strathroy-Caradoc,-81.5818659,42.9330143,Caradoc North SchoolStrathroy-Caradoc
McGillivray Central School,North Middlesex,-81.5793991,43.2008972,McGillivray Central SchoolNorth Middlesex
East Williams Memorial Public School,North Middlesex,-81.5571439,43.1116743,East Williams Memorial Public SchoolNorth Middlesex
Central Huron Secondary School,Central Huron,-81.5329469,43.617465,Central Huron Secondary SchoolCentral Huron
St Anne's Catholic School,Central Huron,-81.528408,43.613876,St Anne's Catholic SchoolCentral Huron
St Joseph Separate School,Central Huron,-81.5278533,43.6156105,St Joseph Separate SchoolCentral Huron
Exeter Elementary School,South Huron,-81.4770721,43.3509402,Exeter Elementary SchoolSouth Huron
Delaware Central School,Middlesex Centre,-81.4215455,42.9119866,Delaware Central SchoolMiddlesex Centre
Our Lady of Lourdes Separate School,Middlesex Centre,-81.4097213,42.9109497,Our Lady of Lourdes Separate SchoolMiddlesex Centre
Wilberforce Public School,Lucan Biddulph,-81.4026947,43.1951828,Wilberforce Public SchoolLucan Biddulph
Port Elgin-Saugeen Central School,Saugeen Shores,-81.3938366,44.435157,Port Elgin-Saugeen Central SchoolSaugeen Shores
Saugeen District Secondary School,Saugeen Shores,-81.383995,44.432949,Saugeen District Secondary SchoolSaugeen Shores
Saugeen District Senior School,Saugeen Shores,-81.383995,44.432949,Saugeen District Senior SchoolSaugeen Shores
École catholique Anicet-Morin,Timmins,-81.3689853,48.4765223,École catholique Anicet-MorinTimmins
St. Nicholas Catholic Elementary School,London,-81.3627585,42.9691878,St. Nicholas Catholic Elementary SchoolLondon
St. Nicholas Senior Separate School,London,-81.3627585,42.9691878,St. Nicholas Senior Separate SchoolLondon
Oxbow Public School,Middlesex Centre,-81.3607529,43.0857662,Oxbow Public SchoolMiddlesex Centre
École secondaire catholique Theriault,Timmins,-81.3492878,48.4827839,École secondaire catholique TheriaultTimmins
R Ross Beattie Senior Public School,Timmins,-81.3428787,48.4809075,R Ross Beattie Senior Public SchoolTimmins
St Theresa Separate School,London,-81.3394258,42.948361,St Theresa Separate SchoolLondon
St Thomas Aquinas Secondary School,London,-81.3349358,42.9691006,St Thomas Aquinas Secondary SchoolLondon
St. Andre Bessette Catholic Secondary School,London,-81.3290243,43.0151521,St. Andre Bessette Catholic Secondary SchoolLondon
École élémentaire Marie-Curie,London,-81.328109,42.974935,École élémentaire Marie-CurieLondon
École catholique Louis-Rhéaume,Timmins,-81.3280713,48.4883878,École catholique Louis-RhéaumeTimmins
St George Separate School,London,-81.326353,42.9562142,St George Separate SchoolLondon
Sir Arthur Currie Elementary School,London,-81.324488,43.0247327,Sir Arthur Currie Elementary SchoolLondon
St. John French Immersion School,London,-81.3235266,42.9957214,St. John French Immersion SchoolLondon
St Columban Separate School,Huron East,-81.32204,43.5230167,St Columban Separate SchoolHuron East
St Marguerite d'Youville School,London,-81.3209018,43.0068779,St Marguerite d'Youville SchoolLondon
St Paul Separate School,London,-81.318775,42.9781059,St Paul Separate SchoolLondon
R. H. Murray Public School,Greater Sudbury,-81.3162497,46.3800649,R. H. Murray Public SchoolGreater Sudbury
Clara Brenton Public School,London,-81.3147583,42.9799508,Clara Brenton Public SchoolLondon
Oakridge Secondary School,London,-81.3137133,42.9765758,Oakridge Secondary SchoolLondon
Emily Carr Public School,London,-81.3124,43.0092,Emily Carr Public SchoolLondon
Wilfrid Jury Public School,London,-81.3061002,42.9965053,Wilfrid Jury Public SchoolLondon
F E Madill Secondary School,North Huron,-81.3058545,43.8821854,F E Madill Secondary SchoolNorth Huron
Sir Fredrick Banting Secondary School,London,-81.3050783,43.0021399,Sir Fredrick Banting Secondary SchoolLondon
Sir Frederick Banting Secondary School,London,-81.3050783,43.0021399,Sir Frederick Banting Secondary SchoolLondon
École Élémentaire La Pommeraie,Toronto,-81.3049595,42.9325145,École Élémentaire La PommeraieToronto
École Élémentaire La Pommeraie,London,-81.3049595,42.9325145,École Élémentaire La PommeraieLondon
École élémentaire La Pommeraie,London,-81.3049595,42.9325145,École élémentaire La PommeraieLondon
Notre Dame Separate School,London,-81.3005979,42.9752806,Notre Dame Separate SchoolLondon
Lambeth Public School,London,-81.2976024,42.913418,Lambeth Public SchoolLondon
Jean Vanier Separate School,London,-81.293771,42.9454314,Jean Vanier Separate SchoolLondon
Westmount Public School,London,-81.2927,42.9448221,Westmount Public SchoolLondon
Orchard Park Public School,London,-81.2919323,43.0011857,Orchard Park Public SchoolLondon
St Catherine of Siena Elementary School,London,-81.2916797,43.0316043,St Catherine of Siena Elementary SchoolLondon
Saunders Secondary School,London,-81.2912811,42.9459009,Saunders Secondary SchoolLondon
Medway High School,Middlesex Centre,-81.289359,43.051425,Medway High SchoolMiddlesex Centre
St Thomas More Separate School,London,-81.2891953,42.9988893,St Thomas More Separate SchoolLondon
Sacred Heart School,South Bruce,-81.2888649,43.9954031,Sacred Heart SchoolSouth Bruce
DSB1 Distance Learning Public School,Timmins,-81.2887054,48.4748613,DSB1 Distance Learning Public SchoolTimmins
Woodland Heights Public School,London,-81.2866,42.9649,Woodland Heights Public SchoolLondon
Masonville Public School,London,-81.284668,43.0255129,Masonville Public SchoolLondon
Board Site,Huron East,-81.283333,43.633333,Board SiteHuron East
Kensal Park Public School,London,-81.2783894,42.9697794,Kensal Park Public SchoolLondon
Westminster Secondary School,London,-81.2772887,42.9586356,Westminster Secondary SchoolLondon
Eagle Heights Public School,London,-81.2755643,42.9877856,Eagle Heights Public SchoolLondon
Jack Chambers Public School,London,-81.2694342,43.0363654,Jack Chambers Public SchoolLondon
St. Kateri Catholic Elementary School,London,-81.2637644,43.0239384,St. Kateri Catholic Elementary SchoolLondon
St. Kateri Separate School,London,-81.2637644,43.0239384,St. Kateri Separate SchoolLondon
Victoria Public School,London,-81.2615344,42.9733467,Victoria Public SchoolLondon
Mother Teresa Catholic Secondary School,London,-81.2517283,43.048327,Mother Teresa Catholic Secondary SchoolLondon
Ryerson Public School,London,-81.2515294,43.0050902,Ryerson Public SchoolLondon
Bruce Peninsula District School,Northern Bruce Peninsula,-81.250648,44.98468,Bruce Peninsula District SchoolNorthern Bruce Peninsula
A.B. Lucas Secondary School,London,-81.2470937,43.0326154,A.B. Lucas Secondary SchoolLondon
London Central Secondary School,London,-81.24482,42.9888087,London Central Secondary SchoolLondon
Mountsfield Public School,London,-81.2437759,42.9587843,Mountsfield Public SchoolLondon
Ashley Oaks Public School,London,-81.2423096,42.9372281,Ashley Oaks Public SchoolLondon
Stoney Creek Public School,London,-81.2422882,43.0460188,Stoney Creek Public SchoolLondon
Louise Arbour French Immersion Public School,London,-81.2417,43.0176,Louise Arbour French Immersion Public SchoolLondon
Northbrae Public School,London,-81.2407398,43.0161946,Northbrae Public SchoolLondon
Catholic Central High School,London,-81.23921,42.9870502,Catholic Central High SchoolLondon
Sir Arthur Carty Catholic Elementary School,London,-81.2388911,42.9377151,Sir Arthur Carty Catholic Elementary SchoolLondon
Sir Arthur Carty Separate School,London,-81.2388911,42.9377151,Sir Arthur Carty Separate SchoolLondon
St Mark Separate School,London,-81.2357054,43.0349818,St Mark Separate SchoolLondon
St Anthony Catholic French Immersion School,London,-81.2352,42.9313999,St Anthony Catholic French Immersion SchoolLondon
Northridge Public School,London,-81.2349309,43.0369561,Northridge Public SchoolLondon
Sir George Etienne Cartier Public School,London,-81.2346496,42.9537506,Sir George Etienne Cartier Public SchoolLondon
H.B Beal Secondary School,London,-81.2345005,42.9871095,H.B Beal Secondary SchoolLondon
École secondaire catholique École secondaire Monseigneur-Bruyère,London,-81.232715,43.015623,École secondaire catholique École secondaire Monseigneur-BruyèreLondon
Holy Rosary Separate School,London,-81.2305738,42.9663527,Holy Rosary Separate SchoolLondon
St Mary School,London,-81.2289388,42.9879375,St Mary SchoolLondon
Lord Elgin Public School,London,-81.2246576,43.0136281,Lord Elgin Public SchoolLondon
Hillcrest Public School,London,-81.2238051,43.0223341,Hillcrest Public SchoolLondon
East Carling Public School,London,-81.2233955,43.0027133,East Carling Public SchoolLondon
B Davison Secondary School Secondary School,London,-81.2195087,42.9775675,B Davison Secondary School Secondary SchoolLondon
Nicholas Wilson Public School,London,-81.2179117,42.9390568,Nicholas Wilson Public SchoolLondon
Roland Michener Secondary School,Timmins,-81.2141615,48.4826914,Roland Michener Secondary SchoolTimmins
St Anne's Separate School,London,-81.2129,43.0210999,St Anne's Separate SchoolLondon
Cedar Hollow Public School,London,-81.2120312,43.0431678,Cedar Hollow Public SchoolLondon
Ecole Immaculee-Conception Separate School,South Bruce,-81.2115623,44.0675216,Ecole Immaculee-Conception Separate SchoolSouth Bruce
C C Carrothers Public School,London,-81.209305,42.962569,C C Carrothers Public SchoolLondon
St Francis School,London,-81.2083005,42.9438031,St Francis SchoolLondon
John Paul II Catholic Secondary School,London,-81.2082704,43.0103229,John Paul II Catholic Secondary SchoolLondon
Board Site,Arran-Elderslie,-81.2078164,44.3995556,Board SiteArran-Elderslie
Centre for Lifelong Learning,London,-81.2075302,42.994695,Centre for Lifelong LearningLondon
Wilton Grove Public School,London,-81.2074721,42.9411275,Wilton Grove Public SchoolLondon
Sir Wilfrid Laurier Secondary School,London,-81.2058103,42.9469311,Sir Wilfrid Laurier Secondary SchoolLondon
Académie de la Tamise,London,-81.205,42.9972,Académie de la TamiseLondon
Acad�mie de la Tamise,London,-81.205,42.9972,Acad�mie de la TamiseLondon
Glen Cairn Public School,London,-81.2044178,42.9573176,Glen Cairn Public SchoolLondon
É Élém C Ste-Jeanne-d'Arc,London,-81.2028859,43.0253789,É Élém C Ste-Jeanne-d'ArcLondon
Regina Mundi College,London,-81.2021613,42.8944694,Regina Mundi CollegeLondon
Westminster Central Public School,London,-81.1989484,42.9018941,Westminster Central Public SchoolLondon
École Alliance St-Joseph,Greater Sudbury,-81.1984053,46.5848014,École Alliance St-JosephGreater Sudbury
Evelyn Harrison Public School,London,-81.195417,43.0235615,Evelyn Harrison Public SchoolLondon
Chelmsford Valley District Elementary School,Greater Sudbury,-81.193956,46.569867,Chelmsford Valley District Elementary SchoolGreater Sudbury
John Wise Public School,St. Thomas,-81.1930525,42.7575393,John Wise Public SchoolSt. Thomas
Parkside Collegiate Institute,St. Thomas,-81.1930415,42.755919,Parkside Collegiate InstituteSt. Thomas
St Charles Catholic School,Greater Sudbury,-81.1900284,46.582249,St Charles Catholic SchoolGreater Sudbury
Prince Charles Public School,London,-81.1884765,42.9933776,Prince Charles Public SchoolLondon
Princess AnneFrench Immersion Public School,London,-81.1801175,42.991802,Princess AnneFrench Immersion Public SchoolLondon
Elgin Court Public School,St. Thomas,-81.1757411,42.7620166,Elgin Court Public SchoolSt. Thomas
Central Elgin Collegiate Institute,St. Thomas,-81.173915,42.7700861,Central Elgin Collegiate InstituteSt. Thomas
Clarke Road Secondary School,London,-81.1721,42.9997,Clarke Road Secondary SchoolLondon
École secondaire Gabriel-Dumont,London,-81.1717084,42.9514867,École secondaire Gabriel-DumontLondon
École élémentaire Gabriel-Dumont,London,-81.1717084,42.9514867,École élémentaire Gabriel-DumontLondon
Forest Park Public School,St. Thomas,-81.1709246,42.7726493,Forest Park Public SchoolSt. Thomas
�SC P�re-Ren�-de-Galin�e,Waterloo,-81.1637245,33.836081,�SC P�re-Ren�-de-Galin�eWaterloo
John P Robarts Public School,London,-81.1602199,42.9899964,John P Robarts Public SchoolLondon
Mitchell Hepburn Public School,St. Thomas,-81.1584123,42.7583635,Mitchell Hepburn Public SchoolSt. Thomas
Holy Family Elementary School,London,-81.1564021,42.9914044,Holy Family Elementary SchoolLondon
