collected_date,reported_date,school_board,school_id,school,municipality,confirmed_student_cases,confirmed_staff_cases,confirmed_unspecified_cases,total_confirmed_cases,lon,lat
2021-11-03,2021-11-04,Algoma District School Board,161276,East View Public School,Sault Ste. Marie,2,0,0,2,-84.27980509999999,46.5168944
2021-11-03,2021-11-04,Algoma District School Board,227331,Grand View Public School,Sault Ste. Marie,10,1,0,11,-84.26650459999999,46.5094749
2021-11-03,2021-11-04,Algoma District School Board,485497,River View Public School,Sault Ste. Marie,7,1,0,8,-84.29871790000001,46.5178348
2021-11-03,2021-11-04,Avon Maitland District School Board,366021,Milverton Public School,Perth East,12,1,0,13,-80.9142637,43.5629945
2021-11-03,2021-11-04,Avon Maitland District School Board,528650,Sprucedale Public School,Perth East,1,0,0,1,-80.8391923,43.36763639999999
2021-11-03,2021-11-04,Avon Maitland District School Board,893395,Stratford District Secondary School,Stratford,1,0,0,1,-80.9937051,43.38518089999999
2021-11-03,2021-11-04,Avon Maitland District School Board,566667,Upper Thames Elementary School,West Perth,0,0,1,1,-81.185996,43.4736407
2021-11-03,2021-11-04,Bluewater District School Board,281131,Hanover Heights Community School,Hanover,1,0,0,1,-81.022125,44.1564869
2021-11-03,2021-11-04,Bluewater District School Board,273775,Huron Heights Public School,Kincardine,1,0,0,1,-81.6204302,44.1692091
2021-11-03,2021-11-04,Bluewater District School Board,919454,Kincardine District Secondary School,Kincardine,0,1,0,1,-81.6279526,44.1768463
2021-11-03,2021-11-04,Bluewater District School Board,293750,Kincardine Township-Tiverton Public School,Kincardine,1,0,0,1,-81.6082625,44.1852057
2021-11-03,2021-11-04,Brant Haldimand Norfolk Catholic District School Board,688088,Assumption College School High School,Brantford,1,0,0,1,-80.2968284,43.1214164
2021-11-03,2021-11-04,Brant Haldimand Norfolk Catholic District School Board,704940,St. Basil Catholic Elementary School,Brantford,3,0,0,3,-80.2977895,43.1104193
2021-11-03,2021-11-04,Brant Haldimand Norfolk Catholic District School Board,779067,St. Bernard of Clairvaux School,Norfolk County,2,0,0,2,-80.2940302,42.9257166
2021-11-03,2021-11-04,Brant Haldimand Norfolk Catholic District School Board,793256,St. Gabriel Catholic Catholic Elementary School,Brantford,0,1,0,1,-80.2937946,43.1230436
2021-11-03,2021-11-04,Catholic District School Board of Eastern Ontario,741361,Our Lady of Good Counsel Separate School,South Stormont,1,0,0,1,-74.9897634,45.0009875
2021-11-03,2021-11-04,Catholic District School Board of Eastern Ontario,806277,St Joseph's Secondary School,Cornwall,2,0,0,2,-74.749842,45.0344797
2021-11-03,2021-11-04,Conseil des écoles publiques de l'Est de l'Ontario,488291,École élémentaire publique Carrefour Jeunesse,Clarence-Rockland,4,0,0,4,-75.2878862,45.5440165
2021-11-03,2021-11-04,Conseil des écoles publiques de l'Est de l'Ontario,412597,École élémentaire publique Charlotte Lemieux,Ottawa,4,0,0,4,-75.7631854,45.3629578
2021-11-03,2021-11-04,Conseil des écoles publiques de l'Est de l'Ontario,417726,École élémentaire publique Des Sentiers,Ottawa,13,0,0,13,-75.4609256,45.4594765
2021-11-03,2021-11-04,Conseil des écoles publiques de l'Est de l'Ontario,204986,École élémentaire publique Gabrielle-Roy,Ottawa,2,0,0,2,-75.6344603,45.3485545
2021-11-03,2021-11-04,Conseil des écoles publiques de l'Est de l'Ontario,164852,École élémentaire publique Marie-Curie,Ottawa,0,2,0,2,-75.6307305,45.3986114
2021-11-03,2021-11-04,Conseil des écoles publiques de l'Est de l'Ontario,327445,École élémentaire publique Michaëlle-Jean,Ottawa,1,1,0,2,-75.7258355,45.2878282
2021-11-03,2021-11-04,Conseil des écoles publiques de l'Est de l'Ontario,383392,École élémentaire publique Rose des Vents,Cornwall,1,0,0,1,-74.693585,45.0314992
2021-11-03,2021-11-04,Conseil des écoles publiques de l'Est de l'Ontario,912662,École secondaire publique Gisèle-Lalonde,Ottawa,1,0,0,1,-75.4454481,45.4689434
2021-11-03,2021-11-04,Conseil des écoles publiques de l'Est de l'Ontario,904945,École secondaire publique Louis-Riel,Ottawa,1,0,0,1,-75.5714633,45.4414467
2021-11-03,2021-11-04,Conseil scolaire catholique MonAvenir,738190,ÉÉC Notre-Dame-de-la-Jeunesse-Niagara.F,Niagara Falls,1,0,0,1,-79.102347,43.06826299999999
2021-11-03,2021-11-04,Conseil scolaire catholique MonAvenir,773943,ÉÉC Pape-François,Whitchurch-Stouffville,0,1,0,1,-79.2544082,43.9674745
2021-11-03,2021-11-04,Conseil scolaire catholique MonAvenir,758965,ÉÉC Samuel-de-Champlain,Orillia,5,0,0,5,-79.436427,44.614651
2021-11-03,2021-11-04,Conseil scolaire catholique Providence,730327,École élémentaire catholique Sainte-Marguerite-Bourgeoys,Woodstock,3,0,0,3,-80.717473,43.149284
2021-11-03,2021-11-04,Conseil scolaire catholique Providence,804150,École élémentaire catholique Saint-Jean-Baptiste,Amherstburg,4,0,0,4,-83.0975931,42.097822
2021-11-03,2021-11-04,Conseil scolaire de district catholique de l'Est ontarien,860443,École élémentaire catholique de l'Ange-Gardien,South Glengarry,1,0,0,1,-74.5009494,45.2480738
2021-11-03,2021-11-04,Conseil scolaire de district catholique de l'Est ontarien,861367,École élémentaire catholique Marie-Tanguay,Cornwall,0,1,0,1,-74.7010351,45.036141
2021-11-03,2021-11-04,Conseil scolaire de district catholique de l'Est ontarien,697680,École élémentaire catholique Saint-Mathieu,Clarence-Rockland,1,0,0,1,-75.2383323,45.440132
2021-11-03,2021-11-04,Conseil scolaire de district catholique de l'Est ontarien,723592,École intermédiaire catholique La Citadelle,Cornwall,1,0,0,1,-74.7131919,45.02371
2021-11-03,2021-11-04,Conseil scolaire de district catholique du Centre-Est de l'Ontario,764264,École élémentaire catholique Des Pins,Ottawa,4,1,0,5,-75.6049162,45.4215579
2021-11-03,2021-11-04,Conseil scolaire de district catholique du Centre-Est de l'Ontario,703168,École élémentaire catholique Des Pionniers,Ottawa,9,0,0,9,-75.4816206,45.473832
2021-11-03,2021-11-04,Conseil scolaire de district catholique du Centre-Est de l'Ontario,864730,École élémentaire catholique George-Étienne-Cartier,Ottawa,7,0,0,7,-75.6727002,45.3633335
2021-11-03,2021-11-04,Conseil scolaire de district catholique du Centre-Est de l'Ontario,725536,École élémentaire catholique La Vérendrye,Ottawa,1,0,0,1,-75.5976246,45.4602769
2021-11-03,2021-11-04,Conseil scolaire de district catholique du Centre-Est de l'Ontario,732397,École élémentaire catholique Montfort,Ottawa,1,0,0,1,-75.630513,45.440591
2021-11-03,2021-11-04,Conseil scolaire de district catholique du Centre-Est de l'Ontario,793027,École élémentaire catholique Saint-François-d'Assise,Ottawa,0,2,0,2,-75.7240564,45.4024522
2021-11-03,2021-11-04,Conseil scolaire de district catholique du Centre-Est de l'Ontario,703095,École élémentaire catholique Saint-Joseph d'Orléans,Ottawa,1,0,0,1,-75.521603,45.4658625
2021-11-03,2021-11-04,Conseil scolaire de district catholique du Centre-Est de l'Ontario,752550,École intermédiaire catholique Franco-Cité,Ottawa,1,0,0,1,-75.6415789,45.4006231
2021-11-03,2021-11-04,Conseil scolaire de district catholique du Centre-Est de l'Ontario,695955,École secondaire catholique Collège catholique Samuel-Genest,Ottawa,1,0,0,1,-75.6302099,45.4426619
2021-11-03,2021-11-04,Conseil scolaire de district catholique du Nouvel-Ontario,698989,Collège Notre-Dame,Greater Sudbury,0,1,0,1,-80.9947477,46.4991633
2021-11-03,2021-11-04,Conseil scolaire de district catholique du Nouvel-Ontario,696048,École secondaire Catholique Champlain,Greater Sudbury,2,0,0,2,-81.1995391,46.5725326
2021-11-03,2021-11-04,Conseil scolaire de district catholique du Nouvel-Ontario,862886,École séparée Sainte-Marie,Greater Sudbury,5,0,0,5,-81.11481,46.552006
2021-11-03,2021-11-04,Conseil scolaire public du Grand Nord de l'Ontario,924792,École secondaire Cité-Supérieure,Marathon,1,0,0,1,-86.3710406,48.7170646
2021-11-03,2021-11-04,Conseil scolaire public du Grand Nord de l'Ontario,907570,École secondaire Macdonald-Cartier,Greater Sudbury,3,0,0,3,-80.98889299999999,46.5215969
2021-11-03,2021-11-04,Conseil scolaire Viamonde,426502,École élémentaire du Chêne,Oakville,1,0,0,1,-79.6931512,43.4607657
2021-11-03,2021-11-04,Conseil scolaire Viamonde,032247,École élémentaire La Source,Barrie,1,0,0,1,-79.6443254,44.3520061
2021-11-03,2021-11-04,Conseil scolaire Viamonde,156256,École élémentaire L'Harmonie,Waterloo,2,0,0,2,-80.5086226,43.4723857
2021-11-03,2021-11-04,Conseil scolaire Viamonde,010340,École élémentaire Marie-Curie,London,2,0,0,2,-81.328109,42.974935
2021-11-03,2021-11-04,District School Board of Niagara,547449,DSBN Academy,St. Catharines,1,0,0,1,-79.25736669999999,43.138291099999996
2021-11-03,2021-11-04,District School Board of Niagara,907677,Eden High School,St. Catharines,3,0,0,3,-79.2534486,43.1911704
2021-11-03,2021-11-04,District School Board of Niagara,210358,Garrison Road Public School,Fort Erie,2,0,0,2,-78.957061,42.905243
2021-11-03,2021-11-04,District School Board of Niagara,228010,Grapeview Public School,St. Catharines,2,0,0,2,-79.2756727,43.1649026
2021-11-03,2021-11-04,District School Board of Niagara,264237,Jeanne Sauve Public School,St. Catharines,1,0,0,1,-79.211192,43.1615816
2021-11-03,2021-11-04,District School Board of Niagara,001649,John Brant Public School,Fort Erie,8,1,0,9,-79.052423,42.8785612
2021-11-03,2021-11-04,District School Board of Niagara,287660,Kate S Durdan Public School,Niagara Falls,1,0,0,1,-79.1371258,43.0753367
2021-11-03,2021-11-04,District School Board of Niagara,313114,Lincoln Centennial Public School,St. Catharines,3,0,0,3,-79.2335781,43.1867112
2021-11-03,2021-11-04,District School Board of Niagara,318086,Lockview Public School,St. Catharines,1,0,0,1,-79.2121142,43.1995682
2021-11-03,2021-11-04,District School Board of Niagara,414514,Oakridge Public School,St. Catharines,0,1,0,1,-79.2428429,43.1371456
2021-11-03,2021-11-04,District School Board of Niagara,452084,Power Glen School,St. Catharines,0,1,0,1,-79.272961,43.117918
2021-11-03,2021-11-04,District School Board of Niagara,456110,Prince Philip Public School,Niagara Falls,2,0,0,2,-79.1107772,43.126797
2021-11-03,2021-11-04,District School Board of Niagara,483117,Richmond Street Public School,Thorold,1,0,0,1,-79.2141704,43.116801100000004
2021-11-03,2021-11-04,District School Board of Niagara,505382,Senator Gibson Public School,Lincoln,1,1,0,2,-79.4732888,43.1708465
2021-11-03,2021-11-04,District School Board of Niagara,945064,Stamford Collegiate,Niagara Falls,1,0,0,1,-79.098534,43.0904411
2021-11-03,2021-11-04,District School Board of Niagara,536636,Stevensville Public School,Fort Erie,1,0,0,1,-79.0479295,42.9436568
2021-11-03,2021-11-04,District School Board of Niagara,607436,William E Brown Public School,Wainfleet,1,1,0,2,-79.3742204,42.92437
2021-11-03,2021-11-04,District School Board of Niagara,618870,Woodland Public School,St. Catharines,3,0,0,3,-79.3091278,43.1757583
2021-11-03,2021-11-04,Dufferin-Peel Catholic District School Board,687308,Ascension of Our Lord Secondary School,Mississauga,1,0,0,1,-79.6535936,43.7228746
2021-11-03,2021-11-04,Dufferin-Peel Catholic District School Board,730441,Father Francis McSpiritt Catholic Elementary School,Brampton,1,0,0,1,-79.69845,43.7744879
2021-11-03,2021-11-04,Dufferin-Peel Catholic District School Board,798118,Loyola Catholic Secondary School,Mississauga,1,0,0,1,-79.7129492,43.5266531
2021-11-03,2021-11-04,Dufferin-Peel Catholic District School Board,742171,Our Lady of Fatima School,Brampton,1,0,0,1,-79.777908300000007,43.6883188
2021-11-03,2021-11-04,Dufferin-Peel Catholic District School Board,772496,St Andrew School,Orangeville,1,0,0,1,-80.1171228,43.9189811
2021-11-03,2021-11-04,Dufferin-Peel Catholic District School Board,773530,St Anthony School,Brampton,11,0,0,11,-79.742484,43.7361711
2021-11-03,2021-11-04,Dufferin-Peel Catholic District School Board,783870,St Christopher School,Mississauga,1,0,0,1,-79.6267915,43.5219454
2021-11-03,2021-11-04,Dufferin-Peel Catholic District School Board,807712,St. Daniel Comboni Catholic Elementary School,Brampton,1,0,0,1,-79.8407884,43.6802611
2021-11-03,2021-11-04,Dufferin-Peel Catholic District School Board,788511,St Edmund Campion Secondary School,Brampton,1,0,0,1,-79.829895,43.6947937
2021-11-03,2021-11-04,Dufferin-Peel Catholic District School Board,800465,St Jean Brebeuf Separate School,Brampton,3,0,0,3,-79.7246802,43.7353177
2021-11-03,2021-11-04,Dufferin-Peel Catholic District School Board,750557,St. John Paul II Catholic Elementary School,Caledon,2,0,0,2,-79.74743339999999,43.8900652
