collected_date,reported_date,school_board,school_id,school,municipality,confirmed_student_cases,confirmed_staff_cases,confirmed_unspecified_cases,total_confirmed_cases,lon,lat
2021-11-03,2021-11-04,Rainbow District School Board,136964,R. H. Murray Public School,Greater Sudbury,1,0,0,1,-81.3162497,46.3800649
2021-11-03,2021-11-04,Rainbow District School Board,941298,Sudbury Secondary School,Greater Sudbury,1,0,0,1,-80.9983609,46.4971373
2021-11-03,2021-11-04,Simcoe County District School Board,505808,Ardagh Bluffs Public School,Barrie,1,0,0,1,-79.7274763,44.3547652
2021-11-03,2021-11-04,Simcoe County District School Board,314617,Assikinack Public School,Barrie,11,0,0,11,-79.6731894,44.3650495
2021-11-03,2021-11-04,Simcoe County District School Board,893323,Barrie North Collegiate Institute,Barrie,1,0,0,1,-79.6895294,44.4003753
2021-11-03,2021-11-04,Simcoe County District School Board,894060,Bear Creek Secondary School,Barrie,3,0,0,3,-79.7337015,44.3315669
2021-11-03,2021-11-04,Simcoe County District School Board,080268,Cameron Street Public School,Collingwood,1,0,0,1,-80.2198036,44.4879041
2021-11-03,2021-11-04,Simcoe County District School Board,125482,Couchiching Heights Public School,Orillia,1,0,0,1,-79.424388,44.62785969999999
2021-11-03,2021-11-04,Simcoe County District School Board,485183,Hewitt's Creek Public School,Barrie,0,1,0,1,-79.6210121,44.3598118
2021-11-03,2021-11-04,Simcoe County District School Board,595861,Hon Earl Rowe Public School,Bradford West Gwillimbury,1,0,0,1,-79.5825995,44.1752294
2021-11-03,2021-11-04,Simcoe County District School Board,918253,Innisdale Secondary School,Barrie,1,0,0,1,-79.685065,44.3592365
2021-11-03,2021-11-04,Simcoe County District School Board,275670,Innisfil Central Public School,Innisfil,0,1,0,1,-79.5971263,44.2649436
2021-11-03,2021-11-04,Simcoe County District School Board,466951,Mundy's Bay Elementary Public School,Midland,1,0,0,1,-79.892106,44.744173
2021-11-03,2021-11-04,Simcoe County District School Board,419346,Orchard Park Elementary School,Orillia,2,0,0,2,-79.4319816,44.6203727
2021-11-03,2021-11-04,Simcoe County District School Board,451649,Portage View Public School,Barrie,2,0,0,2,-79.715385,44.392613
2021-11-03,2021-11-04,Simcoe County District School Board,594970,West Bayfield Elementary School,Barrie,0,1,0,1,-79.7206499,44.4073338
2021-11-03,2021-11-04,Simcoe County District School Board,585599,W. H. Day Elementary School,Bradford West Gwillimbury,1,0,0,1,-79.570022,44.104777
2021-11-03,2021-11-04,Simcoe County District School Board,612405,Willow Landing Elementary School,Barrie,1,0,0,1,-79.6623378,44.3545006
2021-11-03,2021-11-04,Simcoe Muskoka Catholic District School Board,706930,Father F X O'Reilly School,New Tecumseth,1,0,0,1,-79.808554,44.032166
2021-11-03,2021-11-04,Simcoe Muskoka Catholic District School Board,720518,Holy Cross Catholic School,Innisfil,11,0,0,11,-79.5467334,44.3225266
2021-11-03,2021-11-04,Simcoe Muskoka Catholic District School Board,808007,Saint Gabriel the Archangel Catholic School,Barrie,1,0,0,1,-79.6125823,44.3560231
2021-11-03,2021-11-04,Simcoe Muskoka Catholic District School Board,516651,Sister Catherine Donnelly Catholic School,Barrie,1,0,0,1,-79.7045097,44.419297
2021-11-03,2021-11-04,Simcoe Muskoka Catholic District School Board,781487,St Catherine of Siena School,Barrie,7,0,0,7,-79.7237813,44.3566361
2021-11-03,2021-11-04,Simcoe Muskoka Catholic District School Board,813389,St Joseph's Separate School,Barrie,2,0,0,2,-79.6844182,44.412707
2021-11-03,2021-11-04,Simcoe Muskoka Catholic District School Board,829374,St Marys - Collingwood Separate School,Collingwood,2,0,0,2,-80.223042,44.4808159
2021-11-03,2021-11-04,Simcoe Muskoka Catholic District School Board,844012,St Peter's Secondary School,Barrie,1,0,0,1,-79.6396391,44.3548649
2021-11-03,2021-11-04,St Clair Catholic District School Board,710970,Gregory A Hogan Catholic School,Sarnia,1,0,0,1,-82.3599315,43.0108059
2021-11-03,2021-11-04,St Clair Catholic District School Board,724009,Monsignor Uyen Catholic School,Chatham-Kent,2,0,0,2,-82.22071969999999,42.4101754
2021-11-03,2021-11-04,St Clair Catholic District School Board,803375,St John Fisher Catholic School,Lambton Shores,1,0,0,1,-82.0007982,43.1016507
2021-11-03,2021-11-04,St Clair Catholic District School Board,864366,Ursuline College Chatham Catholic Secondary School,Chatham-Kent,3,1,0,4,-82.1955433,42.4063178
2021-11-03,2021-11-04,Sudbury Catholic District School Board,689351,Bishop Alexander Carter Catholic Secondary School,Greater Sudbury,1,0,0,1,-80.9669721,46.6564035
2021-11-03,2021-11-04,Sudbury Catholic District School Board,782181,St Charles Catholic School,Greater Sudbury,2,0,0,2,-81.1900284,46.582249
2021-11-03,2021-11-04,Sudbury Catholic District School Board,830399,St. Charles College Elementary,Greater Sudbury,1,0,0,1,-80.927149,46.518235
2021-11-03,2021-11-04,Sudbury Catholic District School Board,785954,St David Catholic School,Greater Sudbury,0,1,0,1,-81.0077832,46.5060552
2021-11-03,2021-11-04,Sudbury Catholic District School Board,791075,St Francis Catholic School,Greater Sudbury,1,0,0,1,-81.0130632,46.4772115
2021-11-03,2021-11-04,Sudbury Catholic District School Board,746827,St Paul the Apostle Catholic School,Greater Sudbury,2,0,0,2,-80.8495496,46.49405429999999
2021-11-03,2021-11-04,Superior-Greenstone District School Board,320650,Marjorie Mills Public School,Greenstone,1,0,0,1,-86.5333712,49.7797965
2021-11-03,2021-11-04,Thames Valley District School Board,011576,Algonquin Public School,Woodstock,1,0,0,1,-80.7335636,43.1515814
2021-11-03,2021-11-04,Thames Valley District School Board,026395,Ashley Oaks Public School,London,2,0,0,2,-81.2423096,42.9372281
2021-11-03,2021-11-04,Thames Valley District School Board,058416,Byron Somerset Public School,London,1,1,0,2,-81.3260445,42.94718599999999
2021-11-03,2021-11-04,Thames Valley District School Board,072222,Byron Southwood Public School,London,1,0,0,1,-81.33390829999999,42.9507359
2021-11-03,2021-11-04,Thames Valley District School Board,108103,Clara Brenton Public School,London,2,0,0,2,-81.3147583,42.9799508
2021-11-03,2021-11-04,Thames Valley District School Board,163740,Eastdale Public School,Woodstock,2,0,0,2,-80.73388779999999,43.1251842
2021-11-03,2021-11-04,Thames Valley District School Board,245038,Harrisfield Public School,Ingersoll,3,0,0,3,-80.8694895,43.0321236
2021-11-03,2021-11-04,Thames Valley District School Board,918024,Huron Park Secondary School,Woodstock,1,0,0,1,-80.7387019,43.1394955
2021-11-03,2021-11-04,Thames Valley District School Board,302664,John Wise Public School,St. Thomas,1,0,0,1,-81.1930525,42.7575393
2021-11-03,2021-11-04,Thames Valley District School Board,289710,Kensal Park Public School,London,3,0,0,3,-81.2783894,42.9697794
2021-11-03,2021-11-04,Thames Valley District School Board,438062,Laurie Hawkins Public School,Ingersoll,2,0,0,2,-80.8945758,43.0430105
2021-11-03,2021-11-04,Thames Valley District School Board,311855,Lester B Pearson School for the Arts,London,1,0,0,1,-81.2186,42.978
2021-11-03,2021-11-04,Thames Valley District School Board,904503,Lord Dorchester Secondary School,Thames Centre,1,0,0,1,-81.0618524,42.9873387
2021-11-03,2021-11-04,Thames Valley District School Board,046639,Mary Wright Public School,Strathroy-Caradoc,2,0,0,2,-81.6157847,42.9437533
2021-11-03,2021-11-04,Thames Valley District School Board,346780,Masonville Public School,London,1,0,0,1,-81.284668,43.0255129
2021-11-03,2021-11-04,Thames Valley District School Board,351725,McGregor Public School,Aylmer,2,0,0,2,-80.9835834,42.7694603
2021-11-03,2021-11-04,Thames Valley District School Board,378119,Mountsfield Public School,London,2,0,0,2,-81.2437759,42.9587843
2021-11-03,2021-11-04,Thames Valley District School Board,384909,Nicholas Wilson Public School,London,1,0,0,1,-81.2179117,42.9390568
2021-11-03,2021-11-04,Thames Valley District School Board,931934,Oakridge Secondary School,London,1,0,0,1,-81.3137133,42.9765758
2021-11-03,2021-11-04,Thames Valley District School Board,481017,Rick Hansen Public School,London,2,0,0,2,-81.2330049,42.93732910000001
2021-11-03,2021-11-04,Thames Valley District School Board,486272,Riverside Public School,London,0,2,0,2,-81.30486479999999,42.9740306
2021-11-03,2021-11-04,Thames Valley District School Board,557188,Roch Carrier French Immersion Public School,Woodstock,1,0,0,1,-80.7420517,43.1405304
2021-11-03,2021-11-04,Thames Valley District School Board,524883,Southside Public School,Woodstock,1,0,0,1,-80.7580037,43.1181985
2021-11-03,2021-11-04,Thames Valley District School Board,527742,Springbank Public School,Woodstock,6,0,0,6,-80.729528,43.141485
2021-11-03,2021-11-04,Thames Valley District School Board,329886,Summers' Corners Public School,Malahide,1,0,0,1,-80.9375721,42.7648542
2021-11-03,2021-11-04,Thames Valley District School Board,073745,Westfield Public School,Tillsonburg,0,1,0,1,-80.7491899,42.8582204
2021-11-03,2021-11-04,Thames Valley District School Board,131377,Winchester Street Public School,Woodstock,1,0,0,1,-80.7408115,43.1369467
2021-11-03,2021-11-04,Thames Valley District School Board,579327,W Sherwood Fox Public School,London,1,0,0,1,-81.2839043,42.9496046
2021-11-03,2021-11-04,Toronto Catholic District School Board,706426,Father Serra Catholic School,Toronto,4,0,0,4,-79.5367997,43.6860073
2021-11-03,2021-11-04,Toronto Catholic District School Board,716146,Holy Family Catholic School,Toronto,11,0,0,11,-79.4345226,43.6384916
2021-11-03,2021-11-04,Toronto Catholic District School Board,731820,Michael Power/St Joseph High School,Toronto,5,0,0,5,-79.5821184,43.6593463
2021-11-03,2021-11-04,Toronto Catholic District School Board,743704,Our Lady of Fatima Catholic School,Toronto,2,0,0,2,-79.2935093,43.7099552
2021-11-03,2021-11-04,Toronto Catholic District School Board,751634,Precious Blood Catholic School,Toronto,1,2,0,3,-79.3027064,43.7393574
2021-11-03,2021-11-04,Toronto Catholic District School Board,775444,St Augustine Catholic School,Toronto,1,0,0,1,-79.5250424,43.7680849
2021-11-03,2021-11-04,Toronto Catholic District School Board,775819,St Barbara Catholic School,Toronto,0,1,0,1,-79.2191106,43.7624696
2021-11-03,2021-11-04,Toronto Catholic District School Board,776360,St Basil-the-Great College School,Toronto,1,0,0,1,-79.5335154,43.7275548
2021-11-03,2021-11-04,Toronto Catholic District School Board,787353,St Dorothy Catholic School,Toronto,0,1,0,1,-79.5920356,43.7318232
2021-11-03,2021-11-04,Toronto Catholic District School Board,789208,St Elizabeth Catholic School,Toronto,1,0,0,1,-79.55743269999999,43.6351592
2021-11-03,2021-11-04,Toronto Catholic District School Board,820610,St Luigi Catholic School,Toronto,1,0,0,1,-79.45166259999999,43.6628656
2021-11-03,2021-11-04,Toronto Catholic District School Board,827290,St Mary of the Angels Catholic School,Toronto,6,0,0,6,-79.44040500000001,43.67209889999999
2021-11-03,2021-11-04,Toronto Catholic District School Board,836435,St Nicholas of Bari Catholic School,Toronto,1,0,0,1,-79.4607142,43.6830381
2021-11-03,2021-11-04,Toronto Catholic District School Board,846660,St Pius X Catholic School,Toronto,1,0,0,1,-79.4849346,43.6512866
2021-11-03,2021-11-04,Toronto Catholic District School Board,803403,The Holy Trinity Catholic School,Toronto,1,0,0,1,-79.516937,43.5974641
2021-11-03,2021-11-04,Toronto District School Board,466255,Amesbury Middle School,Toronto,3,0,0,3,-79.493524,43.7085638
2021-11-03,2021-11-04,Toronto District School Board,038032,Beaumonde Heights Junior Middle School,Toronto,1,0,0,1,-79.574963,43.7425535
2021-11-03,2021-11-04,Toronto District School Board,895407,Bloor Collegiate Institute,Toronto,1,0,0,1,-79.437146,43.6592415
2021-11-03,2021-11-04,Toronto District School Board,356315,Brookside Public School,Toronto,1,0,0,1,-79.234049,43.8303054
2021-11-03,2021-11-04,Toronto District School Board,282227,Brookview Middle School,Toronto,2,0,0,2,-79.5172656,43.7675533
2021-11-03,2021-11-04,Toronto District School Board,899178,Cedarbrae Collegiate Institute,Toronto,3,0,0,3,-79.2258021,43.7562815
2021-11-03,2021-11-04,Toronto District School Board,151262,Charles H Best Junior and Middle School,Toronto,7,0,0,7,-79.4589687,43.7673677
2021-11-03,2021-11-04,Toronto District School Board,111775,Cliffwood Public School,Toronto,2,0,0,2,-79.3602622,43.8059905
2021-11-03,2021-11-04,Toronto District School Board,123315,Cornell Junior Public School,Toronto,11,0,0,11,-79.218356,43.759448
2021-11-03,2021-11-04,Toronto District School Board,137030,Denlow Public School,Toronto,1,0,0,1,-79.3641527,43.7456819
2021-11-03,2021-11-04,Toronto District School Board,612634,Dublin Heights Elementary and Middle School,Toronto,1,0,0,1,-79.446993,43.749121
2021-11-03,2021-11-04,Toronto District School Board,906450,Earl Haig Secondary School,Toronto,1,0,0,1,-79.406068,43.7694734
2021-11-03,2021-11-04,Toronto District School Board,906840,East York Collegiate Institute,Toronto,1,0,0,1,-79.3278337,43.6948087
2021-11-03,2021-11-04,Toronto District School Board,196371,Finch Public School,Toronto,3,0,0,3,-79.3949184,43.7838733
2021-11-03,2021-11-04,Toronto District School Board,211451,General Mercer Junior Public School,Toronto,1,1,0,2,-79.4640157,43.6790683
2021-11-03,2021-11-04,Toronto District School Board,211842,George Anderson Public School,Toronto,8,0,0,8,-79.478917,43.705483
2021-11-03,2021-11-04,Toronto District School Board,216003,Givins/Shaw Junior Public School,Toronto,1,0,0,1,-79.417951,43.6462389
2021-11-03,2021-11-04,Toronto District School Board,229580,Greenholme Junior Middle School,Toronto,3,0,0,3,-79.5831298,43.7346901
2021-11-03,2021-11-04,Toronto District School Board,255467,Highcastle Public School,Toronto,2,0,0,2,-79.2122749,43.7866346
2021-11-03,2021-11-04,Toronto District School Board,256170,Highview Public School,Toronto,1,0,0,1,-79.497057,43.722011
2021-11-03,2021-11-04,Toronto District School Board,263010,Hollycrest Middle School,Toronto,1,0,0,1,-79.5820414,43.6561368
2021-11-03,2021-11-04,Toronto District School Board,270504,Humber Summit Middle School,Toronto,3,0,0,3,-79.5643369,43.7505603
2021-11-03,2021-11-04,Toronto District School Board,283479,John English Junior Middle School,Toronto,1,0,0,1,-79.4951837,43.6124162
2021-11-03,2021-11-04,Toronto District School Board,285293,John Wanless Junior Public School,Toronto,1,0,0,1,-79.4119902,43.7289705
2021-11-03,2021-11-04,Toronto District School Board,305570,Lambton Kingsway Junior Middle School,Toronto,1,0,0,1,-79.5090068,43.658883
2021-11-03,2021-11-04,Toronto District School Board,924695,Maplewood High School,Toronto,0,1,0,1,-79.1941355,43.7593538
2021-11-03,2021-11-04,Toronto District School Board,928810,Newtonbrook Secondary School,Toronto,1,0,0,1,-79.4269224,43.7934384
2021-11-03,2021-11-04,Toronto District School Board,929468,North Albion Collegiate Institute,Toronto,0,1,0,1,-79.5848745,43.7469282
2021-11-03,2021-11-04,Toronto District School Board,930768,Northern Secondary School,Toronto,0,1,0,1,-79.3906606,43.7104428
2021-11-03,2021-11-04,Toronto District School Board,413739,Oakdale Park Middle School,Toronto,0,1,0,1,-79.512099,43.747478
2021-11-03,2021-11-04,Toronto District School Board,450332,Portage Trail Community School,Toronto,1,0,0,1,-79.509687,43.692329
2021-11-03,2021-11-04,Toronto District School Board,457809,Princess Margaret Junior School,Toronto,2,0,0,2,-79.5589985,43.6709981
2021-11-03,2021-11-04,Toronto District School Board,938173,Richview Collegiate Institute,Toronto,1,0,0,1,-79.5404421,43.6790814
2021-11-03,2021-11-04,Toronto District School Board,467812,R J Lang Elementary and Middle School,Toronto,0,3,0,3,-79.426514,43.7837227
2021-11-03,2021-11-04,Toronto District School Board,488348,Rockcliffe Middle School,Toronto,1,0,0,1,-79.4890031,43.6740398
2021-11-03,2021-11-04,Toronto District School Board,490954,Rosedale Junior Public School,Toronto,5,0,0,5,-79.3820665,43.6775352
2021-11-03,2021-11-04,Toronto District School Board,493686,Runnymede Junior and Senior Public School,Toronto,0,1,0,1,-79.477485,43.6559379
2021-11-03,2021-11-04,Toronto District School Board,949744,SATEC @ W A Porter Collegiate Institute,Toronto,1,0,0,1,-79.2873215,43.7166108
2021-11-03,2021-11-04,Toronto District School Board,528269,Sprucecourt Junior Public School,Toronto,1,0,0,1,-79.3639135,43.6644753
2021-11-03,2021-11-04,Toronto District School Board,529176,St Andrew's Middle School,Toronto,1,0,0,1,-79.39017630000001,43.7513389
2021-11-03,2021-11-04,Toronto District School Board,550647,Tecumseh Senior Public School,Toronto,1,0,0,1,-79.2166374,43.7628389
2021-11-03,2021-11-04,Toronto District School Board,562580,Tumpane Public School,Toronto,1,0,0,1,-79.5022758,43.7265161
2021-11-03,2021-11-04,Toronto District School Board,569135,Valley Park Middle School,Toronto,1,0,0,1,-79.3353611,43.710237
2021-11-03,2021-11-04,Toronto District School Board,951951,Western Technical & Commercial School,Toronto,1,0,0,1,-91.246004,43.8153791
2021-11-03,2021-11-04,Toronto District School Board,951749,West Humber Collegiate Institute,Toronto,0,1,0,1,-79.5870799,43.7311039
2021-11-03,2021-11-04,Toronto District School Board,952605,Weston Collegiate Institute,Toronto,2,1,0,3,-79.5093967,43.7038742
2021-11-03,2021-11-04,Toronto District School Board,602850,Weston Memorial Junior Public School,Toronto,1,0,0,1,-79.5093989,43.7060047
2021-11-03,2021-11-04,Toronto District School Board,952818,Westview Centennial Secondary School,Toronto,2,0,0,2,-79.5251246,43.7524598
2021-11-03,2021-11-04,Toronto District School Board,954640,York Humber High School,Toronto,0,1,0,1,-79.5061533,43.6885349
2021-11-03,2021-11-04,Trillium Lakelands District School Board,895660,Bracebridge and Muskoka Lakes Secondary School,Bracebridge,0,1,0,1,-79.3191623,45.06475529999999
2021-11-03,2021-11-04,Trillium Lakelands District School Board,311685,Leslie Frost Public School,Kawartha Lakes,1,0,0,1,-78.7499568,44.3476832
2021-11-03,2021-11-04,Trillium Lakelands District School Board,368946,Monck Public School,Bracebridge,4,0,0,4,-79.3207417,45.0410178
2021-11-03,2021-11-04,Upper Canada District School Board,897876,Charlottenburgh and Lancaster District High School,South Glengarry,1,0,0,1,-74.5731112,45.1449405
2021-11-03,2021-11-04,Upper Canada District School Board,642525,Children's Mental Health - Day Treatment,Cornwall,0,1,0,1,-74.7355082,45.01849379999999
2021-11-03,2021-11-04,Upper Canada District School Board,477957,Cornwall Intermediate School,Cornwall,1,0,0,1,-74.6982426,45.030042
2021-11-03,2021-11-04,Upper Canada District School Board,488542,Rockland Public School,Clarence-Rockland,2,0,0,2,-75.286662,45.54535
2021-11-03,2021-11-04,Upper Canada District School Board,540056,St Lawrence Intermediate School,Cornwall,2,0,0,2,-74.6982426,45.030042
2021-11-03,2021-11-04,Upper Canada District School Board,944670,St Lawrence Secondary School,Cornwall,2,0,0,2,-74.6982426,45.030042
2021-11-03,2021-11-04,Upper Canada District School Board,536849,The Stewart Public School,Perth,1,0,0,1,-76.2596547,44.903811
2021-11-03,2021-11-04,Upper Canada District School Board,945072,T R Leger School of Adult & Continuing Secondary School,Cornwall,1,0,0,1,-75.6394492,45.007356
2021-11-03,2021-11-04,Upper Canada District School Board,578444,Viscount Alexander Public School,Cornwall,2,0,0,2,-74.7665122,45.0151915
2021-11-03,2021-11-04,Upper Grand District School Board,148539,Drayton Heights Public School,Mapleton,0,0,1,1,-80.6735252,43.7513763
2021-11-03,2021-11-04,Upper Grand District School Board,477283,Spencer Avenue Elementary School,Orangeville,0,0,1,1,-80.1279414,43.8980578
2021-11-03,2021-11-04,Waterloo Catholic District School Board,732320,Monsignor Doyle Catholic Secondary School,Cambridge,1,0,0,1,-80.298,43.3409853
2021-11-03,2021-11-04,Waterloo Catholic District School Board,753009,Resurrection Catholic Secondary School,Kitchener,2,0,0,2,-80.5468556,43.4405344
2021-11-03,2021-11-04,Waterloo Catholic District School Board,770876,St Anne Catholic Elementary School,Cambridge,1,0,0,1,-80.298922,43.3655557
2021-11-03,2021-11-04,Waterloo Catholic District School Board,776726,St Benedict Catholic Secondary School,Cambridge,3,0,0,3,-80.300535,43.3929749
2021-11-03,2021-11-04,Waterloo Catholic District School Board,780650,St Brigid Catholic Elementary School,North Dumfries,2,0,0,2,-80.4610888,43.2905041
2021-11-03,2021-11-04,Waterloo Catholic District School Board,801682,St John Catholic Elementary School,Kitchener,1,0,0,1,-80.5088484,43.4491127
2021-11-03,2021-11-04,Waterloo Catholic District School Board,823317,St Mark Catholic Elementary School,Kitchener,2,0,0,2,-80.5311356,43.420678
2021-11-03,2021-11-04,Waterloo Catholic District School Board,841331,St Paul Catholic Elementary School,Kitchener,3,0,0,3,-80.5163472,43.4253434
2021-11-03,2021-11-04,Waterloo Region District School Board,588849,Breslau Public School,Woolwich,4,0,0,4,-80.4166412,43.477936
2021-11-03,2021-11-04,Waterloo Region District School Board,089451,Cedar Creek Public School,North Dumfries,4,0,0,4,-80.4407059,43.284111
2021-11-03,2021-11-04,Waterloo Region District School Board,620432,Conestogo Public School,Woolwich,2,0,0,2,-80.508382,43.541877
2021-11-03,2021-11-04,Waterloo Region District School Board,588970,Doon Public School,Kitchener,1,0,0,1,-80.420675,43.3872156
2021-11-03,2021-11-04,Waterloo Region District School Board,911399,Galt Collegiate and Vocational Institute,Cambridge,3,1,0,4,-80.318517,43.3690499
2021-11-03,2021-11-04,Waterloo Region District School Board,914070,Grand River Collegiate Institute,Kitchener,1,0,0,1,-80.4378649,43.4572916
2021-11-03,2021-11-04,Waterloo Region District School Board,095230,Hespeler Public School,Cambridge,1,0,0,1,-80.3050266,43.4207453
2021-11-03,2021-11-04,Waterloo Region District School Board,917931,Huron Heights Secondary School,Kitchener,0,1,0,1,-80.4658099,43.394385
2021-11-03,2021-11-04,Waterloo Region District School Board,331708,Manchester Public School,Cambridge,1,0,0,1,-80.313643,43.371129
2021-11-03,2021-11-04,Waterloo Region District School Board,345997,Mary Johnston Public School,Waterloo,1,0,0,1,-80.5645396,43.4582082
2021-11-03,2021-11-04,Waterloo Region District School Board,083559,Millen Woods Public School,Waterloo,1,0,0,1,-80.5043176,43.5131574
2021-11-03,2021-11-04,Waterloo Region District School Board,109487,Moffat Creek Public School,Cambridge,1,0,0,1,-80.2759354,43.3459362
2021-11-03,2021-11-04,Waterloo Region District School Board,936480,Preston High School,Cambridge,1,0,0,1,-80.365343,43.3908104
2021-11-03,2021-11-04,Waterloo Region District School Board,488747,Rockway Public School,Kitchener,1,0,0,1,-80.4643746,43.4293962
2021-11-03,2021-11-04,Waterloo Region District School Board,533718,Silverheights Public School,Cambridge,2,0,0,2,-80.3155996,43.4415219
2021-11-03,2021-11-04,Waterloo Region District School Board,518905,Smithson Public School,Kitchener,3,0,0,3,-80.4617243,43.4540592
2021-11-03,2021-11-04,Waterloo Region District School Board,524751,Southridge Public School,Kitchener,0,1,0,1,-80.5187528,43.4293156
2021-11-03,2021-11-04,Waterloo Region District School Board,943894,Southwood Secondary School,Cambridge,1,0,0,1,-80.336881,43.349066
2021-11-03,2021-11-04,Waterloo Region District School Board,528781,St Andrew's Public School,Cambridge,1,0,0,1,-80.3212848,43.3509694
2021-11-03,2021-11-04,Waterloo Region District School Board,536717,Stewart Avenue Public School,Cambridge,0,3,0,3,-80.3025115,43.349037
2021-11-03,2021-11-04,Waterloo Region District School Board,547506,Tait Street Public School,Cambridge,1,0,0,1,-80.3234867,43.3390631
2021-11-03,2021-11-04,Waterloo Region District School Board,950912,Waterloo Collegiate Institute,Waterloo,1,0,0,1,-80.530252,43.479474
2021-11-03,2021-11-04,Windsor-Essex Catholic District School Board,694452,Cardinal Carter Catholic Secondary School,Leamington,1,0,0,1,-82.6171272,42.0419259
2021-11-03,2021-11-04,Windsor-Essex Catholic District School Board,717835,Holy Name Catholic School,Essex,2,0,0,2,-82.8218187,42.1642443
2021-11-03,2021-11-04,Windsor-Essex Catholic District School Board,806188,St Joseph Catholic School,Amherstburg,1,0,0,1,-83.068954,42.185908
2021-11-03,2021-11-04,Windsor-Essex Catholic District School Board,736163,St Joseph's High School,Windsor,1,0,0,1,-82.9121975,42.3168561
2021-11-03,2021-11-04,Windsor-Essex Catholic District School Board,864170,St Thomas of Villanova Secondary School,Lasalle,1,0,0,1,-83.0396658,42.1860029
2021-11-03,2021-11-04,York Catholic District School Board,721530,Immaculate Conception Catholic Elementary School,Vaughan,4,0,0,4,-79.5711432,43.7928125
2021-11-03,2021-11-04,York Catholic District School Board,744026,Our Lady of Fatima Catholic Elementary School,Vaughan,1,0,0,1,-79.6009612,43.8113481
2021-11-03,2021-11-04,York Catholic District School Board,741744,Our Lady of Good Counsel Catholic Elementary School,East Gwillimbury,1,0,0,1,-79.4481782,44.094836
2021-11-03,2021-11-04,York Catholic District School Board,822728,San Marco Catholic Elementary School,Vaughan,1,0,0,1,-79.6205094,43.7903305
2021-11-03,2021-11-04,York Catholic District School Board,765201,St Agnes of Assisi Catholic Elementary School,Vaughan,1,0,0,1,-79.5622756,43.830368
2021-11-03,2021-11-04,York Catholic District School Board,874396,St Andrew Catholic Elementary School,Vaughan,1,0,0,1,-79.6115795,43.8185491
2021-11-03,2021-11-04,York Catholic District School Board,774049,St Anne Catholic Elementary School,Richmond Hill,1,0,0,1,-79.4540349,43.8636819
2021-11-03,2021-11-04,York Catholic District School Board,728752,St Mary of the Angels Catholic Elementary School,Vaughan,1,0,0,1,-79.5583245,43.8547558
2021-11-03,2021-11-04,York Catholic District School Board,835498,St Monica Catholic Elementary School,Markham,1,0,0,1,-79.35295789999999,43.87465599999999
2021-11-03,2021-11-04,York Catholic District School Board,838314,St Patrick Catholic Elementary School,King,2,0,0,2,-79.6861854,44.0015994
2021-11-03,2021-11-04,York Region District School Board,112387,Anne Frank Public School,Vaughan,7,0,0,7,-79.4651009,43.8591387
2021-11-03,2021-11-04,York Region District School Board,026530,Ashton Meadows Public School,Markham,1,0,0,1,-79.35958,43.8728288
2021-11-03,2021-11-04,York Region District School Board,054623,Bakersfield Public School,Vaughan,1,0,0,1,-79.4699666,43.8278377
2021-11-03,2021-11-04,York Region District School Board,036447,Baythorn Public School,Markham,2,0,0,2,-79.4206481,43.8268889
2021-11-03,2021-11-04,York Region District School Board,890202,Bill Hogarth Secondary School,Markham,3,0,0,3,-79.2304198,43.892674
2021-11-03,2021-11-04,York Region District School Board,418445,Bond Lake Public School,Richmond Hill,1,0,0,1,-79.4397193,43.9384467
2021-11-03,2021-11-04,York Region District School Board,933346,Bur Oak Secondary School,Markham,0,1,0,1,-79.2785876,43.8970585
2021-11-03,2021-11-04,York Region District School Board,904970,Dr John M Denison Secondary School,Newmarket,4,1,0,5,-79.4767299,44.0691009
2021-11-03,2021-11-04,York Region District School Board,563982,Dr Roberta Bondar Public School,Vaughan,1,0,0,1,-79.4897223,43.8524809
2021-11-03,2021-11-04,York Region District School Board,619132,E J Sand Public School,Vaughan,2,0,0,2,-79.4583467,43.7953994
2021-11-03,2021-11-04,York Region District School Board,201545,Forest Run Elementary School,Vaughan,1,0,0,1,-79.4861624,43.836033
2021-11-03,2021-11-04,York Region District School Board,442954,Glenn Gould Public School,Vaughan,2,1,0,3,-79.5574003,43.8601869
2021-11-03,2021-11-04,York Region District School Board,256005,Highview Public School,Aurora,1,0,0,1,-79.4816449,43.9717959
2021-11-03,2021-11-04,York Region District School Board,917893,Huron Heights Secondary School,Newmarket,2,0,0,2,-79.446758,44.064323
2021-11-03,2021-11-04,York Region District School Board,400308,Legacy Public School,Markham,1,0,0,1,-79.2333857,43.8644652
2021-11-03,2021-11-04,York Region District School Board,382809,Lorna Jackson Public School,Vaughan,2,0,0,2,-79.6206864,43.8223698
2021-11-03,2021-11-04,York Region District School Board,234850,Maple Leaf Public School,Newmarket,2,0,0,2,-79.4689642,44.06157140000001
2021-11-03,2021-11-04,York Region District School Board,565973,Nellie McClung Public School,Vaughan,3,0,0,3,-79.4717905,43.8547088
2021-11-03,2021-11-04,York Region District School Board,400645,Nobleton Public School,King,1,0,0,1,-79.6515263,43.9105498
2021-11-03,2021-11-04,York Region District School Board,406139,Northern Lights Public School,Aurora,1,0,0,1,-79.4533067,44.0156416
